"Freq","alreadyInGazet","ordemGazet","statusInGazet","alreadyInGazet..status","add","X","source","status","X.1","X.2","X.3","X.4","country","stateProvince","municipality","locality","X.5","loc","loc.correct","meanLatitude","meanLongitude"
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","São Paulo","proximo a limeira mata da safb ( 3 ) | proximo a limeira mata de safb ( 2 ) | prox a limeira mata da safb ( 1 ) | prox a limeira mata da safb a beira da mata ( 1 ) | prox a limeira mata da safb expontaneo no meio do laranjal ( 1 ) | proximo a limeira  mata da safb em brejo ( 1 )",,"brazil_sao paulo_sao paulo_proximo a limeira","",-23.567222,-46.570278
13,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São Paulo","cidade universitaria reserva florestal da cuaso ( 7 ) | reserva florestal cuaso ( 4 ) | cidade universitaria armando de salles oliveira reserva florestal da cuaso ( 1 ) | reserva florestal do cuaso ( 1 )",,"brazil_sao paulo_sao paulo_reserva florestal cuaso","",-23.5400006103515,-46.6300007120768
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","São Paulo","mogi das cruzes distrito de taiacupeba reserva particular do patrimonio natural ""parque das neblinas"" reserva da suzano sa trilha das antas ( 6 ) | mogi das cruzes distrito de taiacupeba reserva particular do patrimonio natural ""parque das neblinas"" reserva da suzano sa trilha do mirante  ( 4 ) | mogi das cruzes distrito de taiacupeba reserva particular do patrimonio natural ""parque das neblinas"" reserva da suzano sa trilha do mirante ( 3 )",,"brazil_sao paulo_sao paulo_reserva particular patrimonio natural ""parque neblinas"", reserva suzano s","",,
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","São Paulo","distrito de marsilac sitio na estrada para marsilac ( 10 ) | distrito de marsilac sitio na estrada para marsilac mata ( 2 ) | sitio na estrada para marsilac mata ( 1 )",,"brazil_sao paulo_sao paulo_sitio na estrada para marsilac","",,
13,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São Pedro","alto da serra estrada para itirapina ( 11 ) | alto da serra estrada para itirapina folha: sf-23-y-a ( 1 ) | sao pedro-sp alto da serra estrada para itirapina ( 1 )",,"brazil_sao paulo_sao pedro_estrada para itirapina","",-22.4982071153846,-47.9146102615385
13,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São Roque","mata da camara de sao roque ( 11 ) | mata da camara de sao roque interior da mata; sob dossel ( 1 ) | mata da camara de sao roque mata de encosta ( 1 )",,"brazil_sao paulo_sao roque_mata camara sao roque","",-23.5246,-47.1326505
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","São Sebastião","estrada ao lado do mar continuacao da avenida mae bernarda morro entre as praias de juquehy e barra do una ( 8 ) | estrada ao lado do mar continuacao da avenida mae bernarda morro entre as praias de juquehy e barra do una mata atlantica ( 1 ) | estrada ao lado do mar continuicao da avenida mae bernada  morro entre as praias de juquehy e barra do una ( 1 ) | estrada ao lado do mar contiuacao da avenida mae bernarda morro entre as praias de juquehy do una ( 1 ) | sao sebastiao: estrada ao lado do mar continuaaao da avenida mae bernarda morro entre as praias de juquehy e barra do una mata atlantica ( 1 ) | sao sebastiao: estrada ao lado do mar continuacao da avenida mae bernarda morro entre as praias de juquehy e barra do una mata atlantica ( 1 )",,"brazil_sao paulo_sao sebastiao_estrada ao lado mar","",-23.7633284615385,-45.7555804615385
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","São Sebastião","estrada rio - santos a 15 km da cidade no sentido a bertioga ( 4 ) | estrada rio - santos 15km da cidade em sentido a bertioga ( 3 ) | estrada rio - santos a 15 km da cidade n ( 1 ) | estrada rio - santos a 15 km da cidade no sentido a bertioga borada da mata solo arenoso ( 1 ) | estrada rio - santos a 15 km de bertioga ( 1 ) | estrada rio - santos a 15km da cidade no sentido a bertioga ( 1 )",,"brazil_sao paulo_sao sebastiao_estrada rio","",,
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","São Vicente","parque estadual xixova-xapui na regiao de paranapua ( 4 ) | parque estadual xixova-xapui ( 3 ) | parque estadual xixova-xapui coord s 23°58'37'' - 24°02'06'' w 46°22'19'' - 46°24'42'' praia de paranapua baixa encosta mata ( 1 ) | parque estadual xixova-xapui na regiao de paranapua encosta do morro da prainha ( 1 ) | parque estadual xixova-xapui praia de paranapua ( 1 ) | parque estadual xixova-xapui regiao de paranapua ( 1 )",,"brazil_sao paulo_sao vicente_parque estadual xixova xapui","",-23.9685085714286,-46.39265
13,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","serra do bananal ( 12 ) | serra da bananal ( 1 )",,"brazil_sao paulo_serra bananal","",,
13,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","serra do bananal ( 12 ) | serra da bananal ( 1 )",,"brazil_sao paulo_serra bananal_serra bananal","",,
13,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","serra do itatins iguape ( 5 ) | serra do itatins ( 4 ) | estado de sao paulo serra do itatins ( 2 ) | serra do itatins iguape state of sao paulo ( 2 )",,"brazil_sao paulo_serra itatins","",,
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Sertãozinho","estacao experimental de zootecnia ( 11 ) | estacao experimental de zootecnia - na mata do rio da onca ( 1 ) | estacao experimental de zootecnia mata ribeirinha ( 1 )",,"brazil_sao paulo_sertaozinho_estacao experimental zootecnia","",-21.13006925,-47.98506925
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Sete Barras","estrada juquia-sete barras km 27/28 ( 4 ) | estrada juquia-sete barras km 30 ( 4 ) | estrada juquia- sete barras km 27/28 ( 3 ) | estrada juquia- sete barras km 30 ( 1 ) | estrada juquia-sete barras km30 ( 1 )",,"brazil_sao paulo_sete barras_estrada juquia sete barras","",-24.23465825,-47.92619175
13,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Sorocaba","ufscar sorocaba fragmento cerrado ( 12 ) | ufscar sorocaba em frente ao estacionamento do ccgt ( 1 )",,"brazil_sao paulo_sorocaba_ufscar sorocaba","",-23.5,-47.450001
13,FALSE,,,,,,"splink",,,,,,"Brazil","São Paulo","sousas","estado de sao paulo municipio campinas distrito de sousas ribeirao cachoeira",,"brazil_sao paulo_sousas_estado sao paulo","",,
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Sud Mennucci","distrito de bandeirantes d#?#oeste ( 11 ) | distrito de bandeirantes d#?#oeste mata baixa aberta bastante degradada ( 1 ) | distrito de bandeirantes d#?#oeste mata baixa degradada aberta com bastante sangra d'agua ( 1 )",,"brazil_sao paulo_sud mennucci_distrito bandeirantes d#?#oeste","",-20.683333,-50.916667
13,FALSE,,,,,,"splink",,,,,,"Brazil","São Paulo","Teodoro Sampaio","rfmorro do diabo",,"brazil_sao paulo_teodoro sampaio_reserva florestalmorro diabo","",-22.530001,-52.16
13,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","carlos botelho state park riberao branco km 55 ca 23 km s of park headquarters transect 6",,"brazil_sao paulo_transect 6_carlos botelho state park, circa 23 km s of park headquarters","",,
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Ubatuba","trilha do camburi km 01 da rodovia rio-santos mata atlantica ( 6 ) | trilha do camburi km 01 da rodovia rio/santos mata atlantica ( 6 ) | trilha camburi km 01 da rodovia rio-santos beira de estrada ( 1 )",,"brazil_sao paulo_trilha camburi","",,
13,FALSE,,,,,,"splink",,,,,,"Brazil","São Paulo","Botucatu","trilha do eucalipto fazenda experimental lageado",,"brazil_sao paulo_trilha eucalipto","",-22.838889,-48.43
13,FALSE,,,,,,"splink",,,,,,"Brazil","São Paulo","São Paulo","up mackenzie - campus higienopolis ( 5 ) | up mackenzie - campus higienopolis bosque das fadas ( 4 ) | up mackenzie - campus alphaville ( 3 ) | up mackenzie - campus higienopolis proximo ao predio 19 ( 1 )",,"brazil_sao paulo_u","",-23.5405659989483,-46.6316656782602
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Ubatuba","estacao experimental do iac inicio da rodovia ubatuba - taubate (rod oswald cruz)",,"brazil_sao paulo_ubatuba_inicio rodovia ubatuba","",,
13,FALSE,,,,,,"splink",,,,,,"Brazil","São Paulo","Ubatuba","parcela j56 nucleo picinguaba pe serra do marj561 arbusto proximo j1111 ( 1 ) | parcela j56 nucleo picinguaba pe serra do marj5610 palmeira j1103 ( 1 ) | parcela j56 nucleo picinguaba pe serra do marj5612 arvore 10cm dap proximo j1117 ( 1 ) | parcela j56 nucleo picinguaba pe serra do marj5614 caule de samambaiacu morto em pe em decomposicao1 proximo p0569 ( 1 ) | parcela j56 nucleo picinguaba pe serra do marj5616 palmeira proximo j1118 ( 1 ) | parcela j56 nucleo picinguaba pe serra do marj5617 raiz 3cm diametro no solo proximo j1105 ( 1 )",,"brazil_sao paulo_ubatuba_parcela j56","",,
13,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Ubatuba","parcela q3 pico do corcovado nucleo santa virgin q31 solo ( 1 ) | parcela q3 pico do corcovado nucleo santa virgin q310 solo ( 1 ) | parcela q3 pico do corcovado nucleo santa virgin q311 tronco de arbusto ( 1 ) | parcela q3 pico do corcovado nucleo santa virgin q312 tronco de arbusto ( 1 ) | parcela q3 pico do corcovado nucleo santa virgin q313 solo ( 1 ) | parcela q3 pico do corcovado nucleo santa virgin q32 tronco de arbusto ( 1 )",,"brazil_sao paulo_ubatuba_parcela q3","",-23.448333,-45.192778
13,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Ubatuba","parcela q9 pico do corcovado nucleo santa virgin q91 tronco de arbusto ( 1 ) | parcela q9 pico do corcovado nucleo santa virgin q910 tronco de arbusto ( 1 ) | parcela q9 pico do corcovado nucleo santa virgin q911 solo ( 1 ) | parcela q9 pico do corcovado nucleo santa virgin q912 tronco de arbusto ( 1 ) | parcela q9 pico do corcovado nucleo santa virgin q913 tronco de arbusto ( 1 ) | parcela q9 pico do corcovado nucleo santa virgin q92 solo ( 1 )",,"brazil_sao paulo_ubatuba_parcela q9","",-23.447778,-45.191944
13,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Ubatuba","parque nacional da bocaina trilha para o bico do papagaio ( 12 ) | trilha para o bico do papagaio parque nacional da bocaina ( 1 )",,"brazil_sao paulo_ubatuba_parque nacional bocaina","",-23.3586805833333,-44.79805575
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Ubatuba","restinga da praia da fazenda ( 9 ) | picinguaba restinga da praia da fazenda ( 2 ) | restinga da praia da fazenda regiao alagada proxima ao alojamento ( 1 ) | restinga- praia fazenda piciguaba (23°21's e 44°51'w) ( 1 )",,"brazil_sao paulo_ubatuba_restinga praia fazenda","",,
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","","unesp - instituto de biociencias - campus do litoral paulista sao vicente sp br",,"brazil_sao paulo_unesp_campus litoral paulista","",,
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Bom Sucesso de Itararé","vale atras da pedra da galinha fazenda de acesso ao vale situado atras da pedra do camelo e a base da escarpa entrada a direita na estrada que liga a sede da estacao experimental itarare a bom sucesso do itarare (descendo a serra sentido bom sucesso) cerca de 15 km a partir do mirante do cruzeiro ( 11 ) | vale atras da pedra da galinha fazenda de acesso ao vale situado atras da pedra do camelo e a base da escarpa entrada a direita na estrada que liga a sede da estacao experimental itarare a bom sucesso do itarare (descendo a serra sentido bom sucesso) ( 2 )",,"brazil_sao paulo_vale atras pedra galinha","",-24.2838888461538,-49.163333
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Valinhos","reserva municipal de valinhos ( 12 ) | reserva municipal de valinhos coordenada calculada ( 1 )",,"brazil_sao paulo_valinhos_reserva municipal valinhos","",-22.970556,-46.995833
13,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São Paulo","varzea do rio embu-guacu estrada do mambu ( 5 ) | varzea do rio embu-guacu estrada do mambu haras da prata ( 2 ) | varzea do rio embu-guacu estrada do mabu 1000 ( 1 ) | varzea do rio embu-guacu estrada do mambu 1000 ( 1 ) | varzea do rio embu-guacu estrada do mambu 1000 borda de mata ( 1 ) | varzea do rio embu-guacu estrada do mambu 1000 varzea ( 1 )",,"brazil_sao paulo_varzea rio embu guacu","",-23.935,-46.7952779727273
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Paulínia","vila betel campo experimental do centro pluridisciplinar de pesquisa quimicas biologicas e agricola - cpqba da unicamp",,"brazil_sao paulo_vila betel","",,
13,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São José do Barreiro ( 11 ) | Botucatu ( 2 )","zona de amortecimento na beira da estrada entre a sede do parna serra da bocaina e a pousada campos da bocaina ( 7 ) | zona de amortecimento estrada de acesso ao pnm cachoeira da marta ( 2 ) | zona de amortecimento na beira da estrada entre a sede do parna serra da bocaina e a pousada campos da bocaina 22°41'56' s 44°37'46' w elev: 1695 m ( 1 ) | zona de amortecimento na beira da estrada entre a sede do parna serra da bocaina e a pousada campos da bocaina 22°41'56"" s 44°37'46"" w elev: 1695 m ( 1 ) | zona de amortecimento na beira da estrada entre a sede do parque nacional da serra da bocaina e a pousada campos da bocaina ( 1 ) | zona de amortecimento na beira de estrada entre a sede do parna serra da bocaina e pousada campos da bocaina ( 1 )",,"brazil_sao paulo_zona amortecimento","",-22.7375001583333,-45.2586570416667
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Franco da Rocha","parque estadual do juquery subida para a pista de aviacao estrada logo antes da nascente do cerrado lado direito da estrada",,"brazil_sao paulo_franco rocha_parque estadual juquery, estrada logo antes nascente cerrado, lado direito estrada","brazil_sao paulo_franco rocha_parque estadual juquery",-23.335539,-46.697019
13,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Franco da Rocha","parque estadual do juquery estrada que passa pela torre de observacao do setor b beira de estrada lado esquerdo 200m apos bifurcacao",,"brazil_sao paulo_franco rocha_parque estadual juquery, estrada que passa pela torre observacao setor b, beira estrada","brazil_sao paulo_franco rocha_parque estadual juquery",-23.342928,-46.706011
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Jundiaí","reserva biologica municipal da serra do japi estrada da cascalheira ate o fim depois trilha a direita ate o corrego ( 12 ) | reserva biologica da municipal serra do japi estrada da cascalheira ate o fim depois trilha a direira ate o corrego ( 1 )",,"brazil_sao paulo_jundiai_reserva biologica municipal serra japi, estrada cascalheira ate o fim","brazil_sao paulo_jundiai_reserva biologica municipal serra japi",-23.23,-46.918778
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Jundiaí","serra do japi estrada do dae ( 8 ) | serra do japi estrada do dae depois do aeroporto ( 4 ) | serra do japi estrada dae 800m de distancia da base ( 1 )",,"brazil_sao paulo_jundiai_serra japi, estrada dae","brazil_sao paulo_jundiai_serra japi",-23.2010101818182,-46.9338385454545
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Jundiaí","serra do japi estrada para a base",,"brazil_sao paulo_jundiai_serra japi, estrada para a base","brazil_sao paulo_jundiai_serra japi",,
13,FALSE,,,,,,"gbif_jabot",,,,,,"Brazil","São Paulo","São Paulo","jardim botanico parque estadual das fontes do ipiranga ( 12 ) | jardim botanico parque estadual das fontes do ipiranga perto do castelinho area 30 ( 1 )",,"brazil_sao paulo_sao paulo_jardim botanico, parque estadual fontes ipiranga","brazil_sao paulo_sao paulo_jardim botanico sao paulo",-23.5475,-46.6361
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","São Paulo","parque do estado parque do estado e jardim botanico ( 9 ) | parque do estado 10 km ao sul do centro da cidade de sao paulo parque do estado e jardim botanico ( 2 ) | parque do estado 10 km ao sul do centro da cidade parque do estado e jardim botanico ( 1 ) | parque do estado parque do estado e jardim botanico 10 km ao sul do centro da cidade ( 1 )",,"brazil_sao paulo_sao paulo_parque estado, parque estado e jardim botanico","brazil_sao paulo_sao paulo_pe fontes ipiranga (antigo parque estado sao paulo)",,
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","São Paulo","parque estadual das fontes do ipiranga reserva ( 11 ) | parque estadual das fontes do ipiranga reserva reserva ( 1 ) | parque estadual das fontes do ipiranga reserva vila fachini ( 1 )",,"brazil_sao paulo_sao paulo_parque estadual fontes ipiranga, reserva","brazil_sao paulo_sao paulo_pe fontes ipiranga (antigo parque estado sao paulo)",,
13,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Sete Barras","parque estadual carlos botelho nucleo de sete barras estrada sao miguel arcanjo - sete barras (sp 139) ( 5 ) | parque estadual carlos botelho estrada sao miguel arcanjo - sete barras ( 2 ) | parque estadual carlos botelho nucleo de sete barras estrada sao miguel arcanjo - sete barras (sp 139 km69) ( 2 ) | parque estadual carlos botelho estrada sao miguel arcanjo - sete barras (sp139 km 69) beira do rio bonito ( 1 ) | parque estadual carlos botelho estrada sao miguel arcanjo - sete barras (sp139) 35km acima do nucleo sete barras ( 1 ) | parque estadual de carlos botelho nucleo sete barras estrada sao miguel arcanjo ( 1 )",,"brazil_sao paulo_sete barras_parque estadual carlos botelho, estrada sao miguel arcanjo","brazil_sao paulo_sete barras_pe carlos botelho",-24.1617308461538,-47.9666028461538
12,FALSE,,,,,,"reflora",,,,,,"Brazil","bahiensis","","in montibus serra d'acurua prov bahiensis ( 3 ) | bahia in montibus serra d'acurua prov bahiensis ( 2 ) | habitat in montibus serra d' acurua prov bahiensis ( 2 ) | in brasiliae campestribus apricis desertis prov bahiensis ( 2 ) | serra jacobina in silvis prope ilheos oppidum et aliis locis prov bahiensis ( 2 ) | prope jacobina prov bahiensis ( 1 )",,"brazil_bahiensis","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","","29 km from una 19 km from nova colonia w along road to rio branco by the fazenda igua  dendhevea ( 11 ) | 29 km from una west among road to rio branco ( 1 )",,"brazil_NA_29 km from una","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","","chapada dos veadeiros ca 19 km n of alto do para so ( 3 ) | chapada dos veadeiros ca 20 km n of alto do para so ( 2 ) | chapada dos veadeiros ca 20 km n of alto do paraiso ( 2 ) | chapada dos veadeiros ca 20km n of alto do para so ( 2 ) | chapada dos veadeiros ca 15 km w of veadeiros ( 1 ) | chapada dos veadeiros ca 25 km n of alto do para so ( 1 )",,"brazil_NA_chapada veadeiros ca","",,
12,FALSE,,,,,,"gbif",,,,,,"Brazil","","paraguacu paulista ( 5 )","estacao florestal de paraguacu paulista (6 km n of city on road to bora) mun paraguacu paulista ( 4 ) | estacao florestal de paraguacu paulista (6 km n of city on road to bora) ( 2 ) | estacao florestal de paraguacu paulista( 6 km n of city on road to bora) ( 2 ) | estacao florestal d paraguacu 6 km n of city on road to bora ( 1 ) | estacao florestal de paraguacu paulista (6 km n of city on road to bora); mun paraguacu pailista ( 1 ) | estacao florestal de paraguacu paulista (6 km n of city on road to bora); mun paraguacu paulista ( 1 )",,"brazil_NA_NA_6 km n of city on road to bora","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","aba ra","catol s serra do barbado ( 3 ) | catol s encosta da serra da tromba ( 2 ) | catol s: encosta da serra da tromba ( 2 ) | catol s gerais da serra da tromba encosta da serra do atalho ( 1 ) | catol s no jardim de wilson ganev ( 1 ) | catol s serra do barbado ao longo da forquilha da serra ( 1 )",,"brazil_NA_NA_catol s","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","","chapada dos veadeiros ca 19 km n of alto do para so ( 3 ) | chapada dos veadeiros ca 20 km n of alto do para so ( 2 ) | chapada dos veadeiros ca 20 km n of alto do paraiso ( 2 ) | chapada dos veadeiros ca 20km n of alto do para so ( 2 ) | chapada dos veadeiros ca 15 km w of veadeiros ( 1 ) | chapada dos veadeiros ca 25 km n of alto do para so ( 1 )",,"brazil_NA_NA_chapada veadeiros ca","",,
12,FALSE,,,,,,"gbif",,,,,,"Brazil","","paraguacu paulista ( 7 )","estacao florestal de paraguacu paulista (6 km n of city) ( 3 ) | estacao florestal de paraguacu paulista (6km n of city) ( 3 ) | estacao florestal de paraguacu paulista ( 2 ) | estacao florestal de paraguacu paulista (6 km n of city); ( 1 ) | estacao florestal de paraguacu paulista (6km n of coty) ( 1 ) | estacao florestal de paraguacu paulista 6 km of city ( 1 )",,"brazil_NA_NA_estacao florestal paraguacu paulista","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","len is","ca 8 km nw de len is estrada para barro branco ( 6 ) | ca 8 - 10 km nw de len is estrada para barro branco ( 2 ) | ca 8-10km nw de len is estrada para barro branco ( 2 ) | ca 8km nw de len is estrada para barro branco ( 2 )",,"brazil_NA_NA_estrada para barro branco","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","bu que","fazenda laranjeiras",,"brazil_NA_NA_fazenda laranjeiras","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","","goi s 25km leste de niquelandia ( 1 ) | goi s alto para so de goi s: serra da baliza grande anfiteatro a lesta da cidade more information given ( 1 ) | goi s chapada dos veadeiros 25 km n alto paraiso ( 1 ) | goi s chapada dos veadeiros 35km north of veadeiros ( 1 ) | goi s chapada dos veadeiros 40km n of alto paraiso ( 1 ) | goi s chapada dos veadeiros 6 km ne de alto paraiso ( 1 )",,"brazil_NA_NA_goi s","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","brasil ( 10 )","horto bot irmao teodoro luis ( 4 ) | horto bot ir teodoro luis ( 3 ) | horto bot belem do para culta ( 1 ) | horto bot irmao luis ( 1 ) | horto bot irmao teodoro juis ( 1 ) | horto bot irmao teodoro luiz ( 1 )",,"brazil_NA_NA_horto bot","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","novo mundo/alta floresta","ilha ariosto da riva no rio teles piresgps :a 001 ( 3 ) | ilha ariosto da riva pr ximo ao alojamentogps :a 082 ( 2 ) | ilha ariosto da riva rio teles piresgps :z 001 ( 2 ) | ilha ariosto da riva no rio teles piresgps :a 071 ( 1 ) | ilha ariosto da riva no rio teles piresgps :b 006 ( 1 ) | ilha ariosto da riva no rio teles piresgps :b 007 ( 1 )",,"brazil_NA_NA_ilha ariosto riva","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","","reserva biologica do pau brasil (ceplac) 17 km w from porto seguro on road to eun polis",,"brazil_NA_NA_reserva biologica pau brasil, 17 km w from porto seguro on road to eun polis","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","","bam reserva florestal ducke terreno firme arenoso ( 1 ) | bam reserva florestal ducke terreno firme argiloso ( 1 ) | reserva florestal ducke km 26 manaus-itacoatiara highway ( 1 ) | reserva florestal ducke mab terreno firme arenoso humoso umido mata virgem ( 1 ) | reserva florestal ducke manaus-itacoatiara km 26 ( 1 ) | reserva florestal ducke manaus-itacoatiara km 26 floresta de baixo ( 1 )",,"brazil_NA_NA_reserva florestal ducke","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","","serra da batalha ( 9 ) | serra da batalha rio preto ( 2 ) | serra de batalha ( 1 )",,"brazil_NA_NA_serra batalha","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","mun? ( 5 )","serra de baturit ( 5 ) | serra de baturit  ( 4 ) | serra do baturit  guaramiranga ( 2 ) | serra do baturit  ( 1 )",,"brazil_NA_NA_serra baturit","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","aba ra ( 3 ) | brasil ( 1 )","serra dos cristais ( 4 ) | serra de cristais ( 3 ) | serra cristais ( 1 ) | serra dos cristais - go ( 1 ) | serra dos cristais ca 10km s of cristalina ( 1 ) | serra dos cristais ca 20 km n of cristallina ( 1 )",,"brazil_NA_NA_serra cristais","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","len is","serra larga (""""""""serra larguinha"""""""") a oeste de len is perto de caet -a u ( 6 ) | serra larga (=serra larguinha) a oeste de len is perto de caet -acu ( 4 ) | serra larga (""""""""serra larguinha"""""""") a oeste de len is perto de caet -acu ( 1 ) | serra larga a oeste de len is perto de caet -a  ( 1 )",,"brazil_NA_NA_serra larga","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","brasil ( 4 ) | alto matador ( 1 )","serra do matador rio do sul ( 6 ) | serra do matador ( 4 ) | serra do matador rio de sul mata ( 1 ) | serra do matador rio do sol ( 1 )",,"brazil_NA_NA_serra matador","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","piat ( 6 ) | aba ra ( 5 ) | piara ( 1 )","serra da tromba caminho piat - gerais da serra via campo de futebol ( 2 ) | serra da tromba nascente do rio de contas (caba saco) ( 2 ) | serra da tromba proximo a ponte caida do rio de contas ( 2 ) | serra da tromba ( 1 ) | serra da tromba nascente do rio de contas ( 1 ) | serra da tromba nascente do rio de contas (caba saco) beira do rio ( 1 )",,"brazil_NA_NA_serra tromba","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","taquarucu ( 4 )","sta anna da chapada ( 9 ) | sta anna da chapada [santa ana da chapada = chapada dos guimar es] ( 2 ) | sta catarina morro [jordao?] n of florianopolis brazil ( 1 )",,"brazil_NA_NA_sta","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","santa luzia do itanhi ( 10 ) | santa luzia itanhi ( 1 )","ca 25km do distrito de castro na estrada para santa luzia do itanhi ( 2 ) | 2 km na estrada crasto-sta luzia do itanhi ( 1 ) | ca 25 km do distrito de castro na estrada para santa luzia do itanhi ( 1 ) | ca 25 km do distrito de crasto na estrada para santa luzia do itanhi ( 1 ) | crasto ca 2 km na estrada crasto para santa luzia do itanhi ( 1 ) | crasto ca 2 km na estrada crasto para sta luzia do itanhi ( 1 )",,"brazil_NA_santa luzia itanhi","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","","serra a uru  rio s o francisco ( 3 ) | serra do a uru  rio s o francisco ( 3 ) | serra do a uru  bahia gentio do ouro ( 1 ) | serra do a uru  ca 4 km ne from gentil do ouro along the road towards central ( 1 ) | serra do a uru  estrada rio verde-gentio do ouro 4-5km ap s tiririca ( 1 ) | serra do a uru  near sao in cio ( 1 )",,"brazil_NA_serra a uru","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","","serra da batalha ( 9 ) | serra da batalha rio preto ( 2 ) | serra de batalha ( 1 )",,"brazil_NA_serra batalha","",,
12,FALSE,,,,,,"reflora",,,,,,"Brazil","","vit ria da conquista","ba-265 vit ria da conquista-barra do cho a 9km a leste de vit ria da conquista ( 3 ) | ramal a 15 km na estrada de vit ria da conquista ilh us ( 2 ) | 12km west of vit ria da conquista ( 1 ) | br-265 vit ria da conquista-barra do cho a 9km leste de vit ria da conquista ( 1 ) | city of vit ria da conquista weste ground at highway maintainance station ( 1 ) | estrada pr ximo a vit ria da conquista ( 1 )",,"brazil_NA_vit ria conquista","",,
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","10 km s of center of city of sao paulo in grounds of the instituto de botanica parque do estado ( 10 ) | 10 km s of center of city of sao paulo in groundes of the instituto de botanica parque do estado ( 2 )",,"brazil_sao paulo_10 km s of center of city of sao paulo","",,
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Teodoro Sampaio","14km de planalto do sul em direcao a presidente epitacio; proximo a fazenda fazendinha mata mesofila com cereus ( 10 ) | 14km de planalto do sul em direcao a presidente epitacio; proximo a fazenda fazendinha ( 2 )",,"brazil_sao paulo_14km planalto sul em direcao a presidente epitacio","",,
