Código CNUC,Nome,Ato Legal de Criação,Link para o Ato Legal de Criação,Outros atos legais,Link para outros atos legais,Plano de Manejo,Link para Plano de Manejo,Documento de Conselho,Link para Documento de Conselho,Outros Instrumentos de Gestão,Link para outros instrumentos de gestão,Endereço para Correspondência,Telefones,E-mails,UFs abrangidas,Municípios abrangidos,Geocódigo das UFs abrangidas,Geocódigo dos municípios abrangidos,Área da UC conforme ato legal de criação (ha),Área total da UC confome ato legal mais recente (ha),Mapa da UC,Site da UC,Página da UC no CNUC,API UC,Logotipo da UC,Redes Sociais,Número de Visitantes por ano,Programa Projeto Gestão Integrada e Reconhecimento Internacional,Situação
0000.35.1678,PARQUE ESTADUAL LAGAMAR DE CANANEIA,Lei ordinária 12.810 de 21/02/2008,https://www.al.sp.gov.br/repositorio/legislacao/lei/2008/lei-12810-21.02.2008.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Resolução 047 de 19/08/2023,https://smastr16.blob.core.windows.net/legislacao/sites/5/2024/04/RESOLUCAO-SEMIL-047-2023-PAGINA-46.pdf,Não Possui,Sem informação.,"Estrada Municipal Itapitangui / Ariri, Centro, Cananéia, SP - 11990-000",(13) 3851-1108,pe.lagamarcananeia@fflorestal.sp.gov.br,SÃO PAULO,CANANÉIA (SP) - JACUPIRANGA (SP),35,3509908 - 3524600,"40.758,64","40.758,64",https://cnuc.mma.gov.br/map/19838,Site: www.fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/19838,http://cnuc-backend.mma.gov.br/api/v1/uc/19838,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sítio do Patrimônio Sítio do Patrimônio Reservas do Sudeste da Mata Atlântica,Ativo
0000.35.0834,PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS,Decreto 37.537 de 27/09/1993,https://www.al.sp.gov.br/repositorio/legislacao/decreto/1993/decreto-37537-27.09.1993.html,Sem informação.,Sem informação.,Resolução 208 de 27/12/2018,ato legal: https://smastr16.blob.core.windows.net/fundacaoflorestal/2019/01/resolucao-sma-208_2018.pdf | documento do Plano de Manejo: https://smastr16.blob.core.windows.net/fundacaoflorestal/2019/01/plano-de-manejo-pem-laje-de-santos.pdf,Resolução 091/24 de 04/11/2024,https://smastr16.blob.core.windows.net/legislacao/sites/5/2024/11/RESOLUCAO-SEMIL-091-2024.pdf,Não Possui,Sem informação.,"Carta Náutica, 1711, Japuí, Santos, SP - 11325-000",(13) 3567-1495,pem.lajedesantos@fflorestal.sp.gov.br,SÃO PAULO,SANTOS (SP),35,3548500,"5.000,00","5.000,00",https://cnuc.mma.gov.br/map/19855,Site: www.fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/19855,http://cnuc-backend.mma.gov.br/api/v1/uc/19855,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1964,PARQUE ESTADUAL RESTINGA DE BERTIOGA,Decreto 56.500 de 09/12/2010,https://www.al.sp.gov.br/repositorio/legislacao/decreto/2010/decreto-56500-09.12.2010.html,Sem informação.,Sem informação.,Resolução 203 de 27/12/2018,ato legal: https://smastr16.blob.core.windows.net/fundacaoflorestal/2019/01/resolucao-sma-203_2018.pdf | documento do Plano de Manejo: https://smastr16.blob.core.windows.net/fundacaoflorestal/2019/10/plano-de-manejo-pe-restinga-de-bertioga_c.pdf,Resolução 59 de 29/08/2023,https://smastr16.blob.core.windows.net/legislacao/sites/5/2024/04/RESOLUCAO-SEMIL-059-2023-PAGINA-48.pdf,Não Possui,Sem informação.,"Avenida Henrique Costabile, 114, Centro, Bertioga, SP - 11250-066",(13) 3317-2094,pe.restingabertioga@fflorestal.sp.gov.br,SÃO PAULO,BERTIOGA (SP),35,3506359,"9.312,32","9.312,32",https://cnuc.mma.gov.br/map/19913,Site: www.fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/19913,http://cnuc-backend.mma.gov.br/api/v1/uc/19913,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1725,ARIE DO GUARÁ,Decreto 53.527 de 08/10/2008,https://www.al.sp.gov.br/repositorio/legislacao/decreto/2008/decreto-53527-08.10.2008.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Resolução 57 de 29/08/2023,https://smastr16.blob.core.windows.net/legislacao/sites/5/2024/04/RESOLUCAO-SEMIL-057-2023-PAGINA-63.pdf,Não Possui,Sem informação.,"Praça São Benedito, 110, Centro, Iguape, SP - 11920-000",(13) 3841-2026 - (13) 3851-1108,apamarinhals@fflorestal.sp.gov.br,SÃO PAULO,ILHA COMPRIDA (SP),35,3520426,"0,00","0,00",https://cnuc.mma.gov.br/map/20082,Site: www.fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20082,http://cnuc-backend.mma.gov.br/api/v1/uc/20082,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1722,ARIE DE SÃO SEBASTIÃO,Decreto 53.525 de 08/10/2008,"https://www.al.sp.gov.br/repositorio/legislacao/decreto/2008/decreto-53525-08.10.2008.html#:~:text=Cria%20a%20%C3%81rea%20de%20Prote%C3%A7%C3%A3o,Sebasti%C3%A3o%2C%20e%20d%C3%A1%20provid%C3%AAncias%20correlatas",Sem informação.,Sem informação.,Resolução 055 de 28/06/2022,ato legal: https://smastr16.blob.core.windows.net/fundacaoflorestal/2022/07/resolucao-sima-055_2022.pdf | documento do Plano de Manejo: https://smastr16.blob.core.windows.net/fundacaoflorestal/2022/07/plano_de_manejo_arie_sao_sebastiao.pdf,Resolução 44 de 06/08/2023,https://smastr16.blob.core.windows.net/legislacao/sites/5/2024/04/RESOLUCAO-SEMIL-044-2023-PAGINA-34.pdf,Não Possui,Sem informação.,"Rua Serra do Mar, 13, Juquehy, São Sebastião, SP - 11600-000",(12) 3832-1397 - (12) 3863-1707,ariesaosebastiao@fflorestal.sp.gov.br,SÃO PAULO,CARAGUATATUBA (SP) - ILHABELA (SP) - SÃO SEBASTIÃO (SP) - UBATUBA (SP),35,3510500 - 3520400 - 3550704 - 3555406,"217,36","217,36",https://cnuc.mma.gov.br/map/20092,Site: www.ambiente.sp.gov.br/apa-marinha-do-litoral-norte,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20092,http://cnuc-backend.mma.gov.br/api/v1/uc/20092,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.0841,PARQUE ESTADUAL DA ILHA DO CARDOSO,Decreto 40319 de 03/07/1962,https://www.al.sp.gov.br/repositorio/legislacao/decreto/1962/decreto-40319-03.07.1962.html,Sem informação.,Sem informação.,Outros s/n de 01/01/1985,ato legal: https://smastr16.blob.core.windows.net/fundacaoflorestal/2023/01/2021.10.29_planodemanejo_revisado_commapas.pdf | documento do Plano de Manejo: https://smastr16.blob.core.windows.net/fundacaoflorestal/2023/01/2021.10.29_planodemanejo_revisado_commapas.pdf,Resolução 011/23 de 28/03/2023,https://smastr16.blob.core.windows.net/legislacao/sites/5/2024/04/RESOLUCAO-SEMIL-011-2023-PAGINA-84.pdf,Não Possui,Sem informação.,"Av. Prof. Wladimir Besnard, s/n, Morro São João, Cananéia, SP - 11990-000",(13) 3851-1108 - (13) 3851-8275,pe.ilhacardoso@fflorestal.sp.gov.br,SÃO PAULO,CANANÉIA (SP),35,3509908,"0,00","0,00",https://cnuc.mma.gov.br/map/20102,Site: www.ambiente.sp.gov.br/apa-marinha-do-litoral-norte,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20102,http://cnuc-backend.mma.gov.br/api/v1/uc/20102,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Mosaico Mosaico Litoral de São Paulo - Sítio do Patrimônio Sítio do Patrimônio Reservas do Sudeste da Mata Atlântica,Ativo
0000.35.1677,PARQUE ESTADUAL DO ITINGUÇU,Lei ordinária 14.982 de 08/04/2013,https://www.al.sp.gov.br/repositorio/legislacao/lei/2013/lei-14982-08.04.2013.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Resolução 058 de 29/08/2023,https://smastr16.blob.core.windows.net/legislacao/sites/5/2024/04/RESOLUCAO-SEMIL-058-2023-PAGINA-48.pdf,Não Possui,Sem informação.,"Estrada do Guaraú, 4164, Guaraú, Peruíbe, SP - 11750-000",(13) 3457-9215,pe.itingucu@fflorestal.sp.gov.br,SÃO PAULO,IGUAPE (SP) - PERUÍBE (SP),35,3520301 - 3537602,"5.040,00","5.040,00",https://cnuc.mma.gov.br/map/20115,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20115,http://cnuc-backend.mma.gov.br/api/v1/uc/20115,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1679,PARQUE ESTADUAL DO PRELADO,Lei ordinária 14.982 de 08/04/2013,https://www.al.sp.gov.br/repositorio/legislacao/lei/2013/lei-14982-08.04.2013.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Resolução 27 de 15/03/2024,https://smastr16.blob.core.windows.net/legislacao/sites/5/2024/04/RESOLUCAO-SEMIL-027-2024.pdf,Não Possui,Sem informação.,"Praia da Juréia, s/n, Prelado, Iguape, SP - 11920-000",(13) 3841-2193,fflorestal@fflorestal.sp.gov.br - pe.prelado@fflorestal.sp.gov.br,SÃO PAULO,IGUAPE (SP),35,3520301,"1.828,00","1.828,00",https://cnuc.mma.gov.br/map/20118,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20118,http://cnuc-backend.mma.gov.br/api/v1/uc/20118,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1693,RDS ITAPANHAPIMA,Lei ordinária 12810 de 21/02/2008,https://www.al.sp.gov.br/repositorio/legislacao/lei/2008/lei-12810-21.02.2008.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Resolução 130 de 28/09/2013,https://smastr16.blob.core.windows.net/legislacao/sites/262/2022/07/2018resolucao_sma_130_2018.pdf,Não Possui,Sem informação.,"Av. Prof, Wladimir Besnard, s/n, Centro, Cananéia, SP - 11990-000",(13) 3851-1163,rdsresex.cananeia@fflorestal.sp.gov.br,SÃO PAULO,CANANÉIA (SP),35,3509908,"1.242,70","1.242,70",https://cnuc.mma.gov.br/map/20165,Site: www.fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20165,http://cnuc-backend.mma.gov.br/api/v1/uc/20165,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1681,REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA,Lei ordinária 14.982 de 08/04/2013,https://www.al.sp.gov.br/repositorio/legislacao/lei/2013/lei-14982-08.04.2013.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Estrada do Guaraú, 4164, Guaraú, São Paulo, SP - 11750-000",(13) 3457-9246,manoel.santos@fflorestal.sp.gov.br,SÃO PAULO,PERUÍBE (SP),35,3537602,"481,00","481,00",https://cnuc.mma.gov.br/map/20169,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20169,http://cnuc-backend.mma.gov.br/api/v1/uc/20169,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1695,ÁREA DE PROTEÇÃO AMBIENTAL CABREUVA,Lei ordinária 4023 de 22/05/1984,"https://www.al.sp.gov.br/repositorio/legislacao/lei/1984/lei-4023-22.05.1984.html#:~:text=Artigo%205%C2%BA%20%2D%20Na%20zona%20de,instrumentos%20de%20destrui%C3%A7%C3%A3o%20da%20natureza.",Ampliação: Lei ordinária 12289 de 02/03/2006,Ampliação: https://www.al.sp.gov.br/repositorio/legislacao/lei/2006/lei-12289-02.03.2006.html,Não Possui,Sem informação.,Portaria 003 de 04/01/2024,https://smastr16.blob.core.windows.net/legislacao/sites/5/2024/04/RESOLUCAO-SEMIL-003-2024-PAGINA-50.pdf,Não Possui,Sem informação.,"Avenida Brasil, 2340, Jardim Chapadão, Cabreúva, SP - 13070-178",(11) 99868-7276,apasccj@gmail.com - cleide@fflorestal.sp.gov.br,SÃO PAULO,CABREÚVA (SP) - INDAIATUBA (SP) - ITU (SP) - SALTO (SP),35,3508405 - 3520509 - 3523909 - 3545209,"0,00","0,00",https://cnuc.mma.gov.br/map/20190,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20190,http://cnuc-backend.mma.gov.br/api/v1/uc/20190,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1696,ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR,Lei ordinária 4055 de 04/06/1984,https://www.al.sp.gov.br/repositorio/legislacao/lei/1984/lei-4055-04.06.1984.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Portaria 003 de 04/01/2024,https://smastr16.blob.core.windows.net/legislacao/sites/5/2024/04/RESOLUCAO-SEMIL-003-2024-PAGINA-50.pdf,Não Possui,Sem informação.,"Avenida Brasil, 2340, Jardim Chapadão, Cajamar, SP - 13070-178",(11) 99868-7276,apasccj@gmail.com - cleide@fflorestal.sp.gov.br,SÃO PAULO,CAJAMAR (SP),35,3509205,"13.400,00","13.400,00",https://cnuc.mma.gov.br/map/20192,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20192,http://cnuc-backend.mma.gov.br/api/v1/uc/20192,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.4982,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO PINHAL - GLEBA 3,Outros Averbação 5/ 21.481 de 20/12/2024,http://cnuc-backend.mma.gov.br/api/v1/anexo/atolegal/52412,Reconhecimento de RPPN: Resolução 093 de 16/11/2024,Reconhecimento de RPPN: https://doe.sp.gov.br/executivo/secretaria-de-meio-ambiente-infraestrutura-e-logistica/resolucao-semil-n-093-de-16-de-novembro-de-2024-2024111811321220721626,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Rodovia Padre Aldo Bollini (SP 063), s/n – km 80, Cachoeira Abaixo, Piracaia, SP - 12970-000",(11) 99266-5292,thomas@escutatoria.com,SÃO PAULO,PIRACAIA (SP),35,3538600,"1,09","1,09",https://cnuc.mma.gov.br/map/20193,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20193,http://cnuc-backend.mma.gov.br/api/v1/uc/20193,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1697,ÁREA DE PROTEÇÃO AMBIENTAL CAJATI,Lei ordinária 12810 de 21/02/2008,https://www.al.sp.gov.br/repositorio/legislacao/lei/2008/lei-12810-21.02.2008.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Portaria 003 de 04/01/2024,https://smastr16.blob.core.windows.net/legislacao/sites/5/2024/04/RESOLUCAO-SEMIL-003-2024-PAGINA-50.pdf,Não Possui,Sem informação.,"Rodovia Regis Bittencourt, km 506 ao 517, Capelinha, Cajati, SP - 11950-000",(13) 3821-4494 - (13) 3821-5030,domingosoliveira@fflorestal.sp.gov.br,SÃO PAULO,CAJATI (SP),35,3509254,"2.975,71","2.975,71",https://cnuc.mma.gov.br/map/20195,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20195,http://cnuc-backend.mma.gov.br/api/v1/uc/20195,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1700,ÁREA DE PROTEÇÃO AMBIENTAL CUESTA CORUMBATAÍ,Decreto 20960 de 08/06/1983,https://www.al.sp.gov.br/repositorio/legislacao/decreto/1983/decreto-20960-08.06.1983.html,Revisão dos limites: Decreto 68.942 de 03/10/2024,Revisão dos limites: https://www.al.sp.gov.br/repositorio/legislacao/decreto/2024/decreto-68942-03.10.2024.html,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Rodovia Luiz de Queiroz, km 149, SP 304, Tupi, Piracicaba, SP - 13428-000",(19) 3438-7116,apacorumbatai@fflorestal.sp.gov.br,SÃO PAULO,ANALÂNDIA (SP) - BARRA BONITA (SP) - BROTAS (SP) - CHARQUEADA (SP) - CORUMBATAÍ (SP) - DOIS CÓRREGOS (SP) - IPEÚNA (SP) - ITIRAPINA (SP) - MINEIROS DO TIETÊ (SP) - RIO CLARO (SP) - SANTA MARIA DA SERRA (SP) - SÃO CARLOS (SP) - SÃO MANUEL (SP) - SÃO PEDRO (SP) - TORRINHA (SP),35,3502002 - 3505302 - 3507902 - 3511706 - 3512704 - 3514106 - 3521101 - 3523602 - 3529807 - 3543907 - 3547007 - 3548906 - 3550100 - 3550407 - 3554706,"0,00","275.352,33",https://cnuc.mma.gov.br/map/20197,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20197,http://cnuc-backend.mma.gov.br/api/v1/uc/20197,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1972,ÁREA DE PROTEÇÃO AMBIENTAL CUESTA GUARANI,Decreto 20960 de 08/06/1983,https://www.al.sp.gov.br/repositorio/legislacao/decreto/1983/decreto-20960-08.06.1983.html,Revisão dos limites: Decreto 68942 de 03/10/2024,Revisão dos limites: https://www.al.sp.gov.br/repositorio/legislacao/decreto/2024/decreto-68942-03.10.2024.html,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Rodovia Marechal Rondon, km 248, Parque Marajoara, Botucatu, SP - 18610-265",(14) 3814-1144,mariosr@fflorestal.sp.gov.br,SÃO PAULO,ANGATUBA (SP) - ANHEMBI (SP) - AVARÉ (SP) - BOFETE (SP) - BOTUCATU (SP) - GUAREÍ (SP) - ITATINGA (SP) - PARDINHO (SP) - SÃO MANUEL (SP) - TORRE DE PEDRA (SP),35,3502200 - 3502309 - 3504503 - 3506904 - 3507506 - 3518503 - 3523503 - 3536109 - 3550100 - 3554656,"0,00","214.759,33",https://cnuc.mma.gov.br/map/20199,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20199,http://cnuc-backend.mma.gov.br/api/v1/uc/20199,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1973,ÁREA DE PROTEÇÃO AMBIENTAL CUESTA PARAPANEMA,Decreto 20960 de 08/06/1983,https://www.al.sp.gov.br/repositorio/legislacao/decreto/1983/decreto-20960-08.06.1983.html,Revisão dos limites: Decreto 20.960 de 03/10/2024,Revisão dos limites: https://www.al.sp.gov.br/repositorio/legislacao/decreto/2024/decreto-68942-03.10.2024.html,Não Possui,Sem informação.,Não Possui,Sem informação.,Não Possui,Sem informação.,"Rodovia Marechal Rondon, km 248, Jardim Paraíso, Botucatu, SP - 18605-265",(14) 3814-1144 - (14) 99804-7282,elisa@fflorestal.sp.gov.br - fflorestal@fflorestal.sp.gov.br,SÃO PAULO,BARÃO DE ANTONINA (SP) - CORONEL MACEDO (SP) - FARTURA (SP) - ITAPORANGA (SP) - PIRAJU (SP) - SARUTAIÁ (SP) - TAGUAÍ (SP) - TAQUARITUBA (SP) - TEJUPÁ (SP) - TIMBURI (SP),35,3505005 - 3512605 - 3515400 - 3522802 - 3538808 - 3551207 - 3553005 - 3553807 - 3554201 - 3554607,"0,00","142.516,52",https://cnuc.mma.gov.br/map/20202,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20202,http://cnuc-backend.mma.gov.br/api/v1/uc/20202,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1698,ÁREA DE PROTEÇÃO AMBIENTAL CAMPOS DO JORDÃO,Lei ordinária 4105 de 26/06/1984,https://www.al.sp.gov.br/repositorio/legislacao/lei/1984/lei-4105-26.06.1984.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Resolução 123 de 18/11/2021,https://smastr16.blob.core.windows.net/legislacao/sites/262/2022/07/2021resolucao_sima_123_2021.pdf,Não Possui,Sem informação.,"Av. Pedro Paulo, s/n, Parque Campos do Jordão, Campos do Jordão, SP - 12460-000",(12) 3663-3762,apascj.sm@fflorestal.sp.gov.br,SÃO PAULO,CAMPOS DO JORDÃO (SP),35,3509700,"0,00","0,00",https://cnuc.mma.gov.br/map/20204,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20204,http://cnuc-backend.mma.gov.br/api/v1/uc/20204,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Mosaico Mosaico Mantiqueira,Ativo
0000.35.1694,ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO,Lei ordinária 11262 de 08/11/2002,https://www.al.sp.gov.br/repositorio/legislacao/lei/2002/lei-11262-08.11.2002.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Resolução 006 de 21/01/2021,https://smastr16.blob.core.windows.net/legislacao/sites/262/2022/07/2021resolucao_sima_006_2021.pdf,Não Possui,Sem informação.,"Região Central de São José dos Campos e adjacências., Registro, São José dos Campos, SP - 12096-010",(11) 2997-5076,nchorn@fflorestal.sp.gov.br,SÃO PAULO,SÃO JOSÉ DOS CAMPOS (SP),35,3549904,"0,00","0,00",https://cnuc.mma.gov.br/map/20221,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20221,http://cnuc-backend.mma.gov.br/api/v1/uc/20221,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1701,ÁREA DE PROTEÇÃO AMBIENTAL IBITINGA,Lei ordinária 5536 de 20/01/1987,https://www.al.sp.gov.br/repositorio/legislacao/lei/1987/lei-5536-20.01.1987.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Resolução 092 de 15/11/2023,https://smastr16.blob.core.windows.net/legislacao/sites/5/2024/04/RESOLUCAO-SEMIL-092-2023-PAGINA-60.pdf,Não Possui,Sem informação.,"Rua Roque Raineri, 81, Jardim Centenário, Ibitinga, SP - 14940-000",(16) 3662-6327,gabrielhspereira@fflorestal.sp.gov.br,SÃO PAULO,IBITINGA (SP),35,3519600,"6,50","6,50",https://cnuc.mma.gov.br/map/20223,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20223,http://cnuc-backend.mma.gov.br/api/v1/uc/20223,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1702,ÁREA DE PROTEÇÃO AMBIENTAL ILHA COMPRIDA,Decreto 26881 de 11/03/1987,https://www.al.sp.gov.br/repositorio/legislacao/decreto/1987/decreto-26881-11.03.1987.html,Sem informação.,Sem informação.,Não Possui,Sem informação.,Resolução 106 de 06/09/2018,https://smastr16.blob.core.windows.net/legislacao/sites/262/2022/07/2018resolucao_sma_106_2018.pdf,Não Possui,Sem informação.,"Praça Engenheiro Greenhalgh, 110, Centro, Iguape, SP - 11920-000",(13) 3841-1287 - (13) 3841-2193,apailhacomprida@fflorestal.sp.gov.br,SÃO PAULO,ILHA COMPRIDA (SP),35,3520426,"0,00","0,00",https://cnuc.mma.gov.br/map/20225,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20225,http://cnuc-backend.mma.gov.br/api/v1/uc/20225,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Mosaico Mosaico Litoral de São Paulo - Sítio do Patrimônio Sítio do Patrimônio Reservas do Sudeste da Mata Atlântica,Ativo
0000.35.1703,ÁREA DE PROTEÇÃO AMBIENTAL ITUPARARANGA,Lei ordinária 10100 de 01/12/1998,"https://www.al.sp.gov.br/repositorio/legislacao/lei/1998/lei-10100-01.12.1998.html#:~:text=Artigo%201%C2%BA%20%2D%20Fica%20declarada%20%22%C3%81rea,%2C%20Votorantim%2C%20Ibi%C3%BAna%20e%20Piedade.",Ampliação: Lei ordinária 11579 de 02/12/2003,Ampliação: https://www.al.sp.gov.br/repositorio/legislacao/lei/2003/lei-11579-02.12.2003.html,Resolução 16 de 21/07/2010,ato legal: https://smastr16.blob.core.windows.net/fundacaoflorestal/sites/243/2022/01/61e9bb585a348-61e9bb585a34adeliberac%CC%A7a%CC%83o-consema-16_2010-de-21-de-julho-de-2010.pdf.pdf | documento do Plano de Manejo: https://smastr16.blob.core.windows.net/fundacaoflorestal/2012/01/PM_%20APA_Itup_final.pdf,Resolução 002 de 01/03/2023,https://smastr16.blob.core.windows.net/legislacao/sites/5/2024/03/RESOLUCAO-SEMIL-002-2023-PAGINA-59.60.pdf,Não Possui,Sem informação.,"Rua Epitácio Pessoa, Além Ponte, Ibiúna, SP - 18013-190",(15) 3233-8464,waldnirgm@fflorestal.sp.gov.br,SÃO PAULO,ALUMÍNIO (SP) - COTIA (SP) - IBIÚNA (SP) - MAIRINQUE (SP) - PIEDADE (SP) - SÃO ROQUE (SP) - VARGEM GRANDE PAULISTA (SP) - VOTORANTIM (SP),35,3501152 - 3513009 - 3519709 - 3528403 - 3537800 - 3550605 - 3556453 - 3557006,"0,00","0,00",https://cnuc.mma.gov.br/map/20227,Site: http://www3.ambiente.sp.gov.br/apa-itupararanga/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20227,http://cnuc-backend.mma.gov.br/api/v1/uc/20227,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Sem informação.,Ativo
0000.35.1714,ÁREA DE PROTEÇÃO AMBIENTAL SÃO FRANCISCO XAVIER,Lei ordinária 11262 de 08/11/2002,https://www.al.sp.gov.br/repositorio/legislacao/lei/2002/lei-11262-08.11.2002.html,Sem informação.,Sem informação.,Portaria 64 de 11/09/2008,ato legal: https://smastr16.blob.core.windows.net/fundacaoflorestal/2012/01/APA-S.FRancisco-Resolu%C3%A7%C3%A3o.pdf | documento do Plano de Manejo: https://smastr16.blob.core.windows.net/fundacaoflorestal/2012/01/APA%20Sao%20Francsico%20xavier.pdf,Resolução 088 de 23/10/2020,https://smastr16.blob.core.windows.net/legislacao/sites/262/2022/07/2020resolucao_sima_088_2020.pdf,Não Possui,Sem informação.,"Rua 15 de Novembro, 1051, Centro, São José dos Campos, SP - 12249-000",(12) 3626-1114,apa.franciscoxavier@fflorestal.sp.gov.br,SÃO PAULO,SÃO JOSÉ DOS CAMPOS (SP),35,3549904,"0,00","0,00",https://cnuc.mma.gov.br/map/20232,Site: www.fflorestal.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/20232,http://cnuc-backend.mma.gov.br/api/v1/uc/20232,Sem informação.,instagram: https://www.instagram.com/parquecotiapara/,Sem informação.,Mosaico Mosaico Mantiqueira,Ativo
